id	tweet_id	user_id	tweet_text	hashtags_count	url_count	is_retweeted	lang	retweet_count	favorite_count	date	time	topic
77759	822130538840551426	544166935	RT @BCFC_Supporters: Wes Burns is set to join Fleetwood on a permanent deal. #BristolCity #FTFC https://t.co/75vEyYR9Cj	2	0	1	en	9	0	2017-01-19	17:16:09	Wes Burns
77760	822130443197759488	354303775	RT @ftfc: âœï¸ CONFIRMED: Yes, he's back! #ftfc are delighted to confirm the signing of @wesley__burns! #WelcomeBackWes âž¡ï¸ï¸ https://t.co/vTM8â€¦	2	0	1	en	23	0	2017-01-19	17:15:46	Wes Burns
77761	822130408796131332	354303775	RT @bcfctweets: NEWS: Wes Burns has joined Fleetwood Town for an undisclosed fee. https://t.co/KWDRtEhkWl https://t.co/nLbD8t0Y9p	0	1	1	en	45	0	2017-01-19	17:15:38	Wes Burns
77762	822130276142903297	96690073	Wes Burns: Fleetwood Town sign Bristol City striker #FleetwoodTownFC https://t.co/v0SkLeh95h @Easy_Branches https://t.co/VTQfssuCfb	1	1	0	en	0	0	2017-01-19	17:15:06	Wes Burns
77763	822129829332025345	50684755	RT @bcfctweets: NEWS: Wes Burns has joined Fleetwood Town for an undisclosed fee. https://t.co/KWDRtEhkWl https://t.co/nLbD8t0Y9p	0	1	1	en	45	0	2017-01-19	17:13:20	Wes Burns
77764	822128598878453761	202108171	RT @bcfctweets: NEWS: Wes Burns has joined Fleetwood Town for an undisclosed fee. https://t.co/KWDRtEhkWl https://t.co/nLbD8t0Y9p	0	1	1	en	45	0	2017-01-19	17:08:27	Wes Burns
77765	822128453256364033	4775635883	RT @TransferCenLive: DONE DEAL: Fleetwood Town have signed Wes Burns from Bristol City for an undisclosed fee until 2020. (Source: @ftfc) #â€¦	0	0	1	en	1	0	2017-01-19	17:07:52	Wes Burns
77766	822128358507118592	1278646393	Wes Burns fue traspasado de Bristol City a Fleetwood Town. FirmÃ³ por 3 aÃ±os y medio con el club de League One. https://t.co/87J03G5NHU	0	1	0	es	0	1	2017-01-19	17:07:29	Wes Burns
77767	822128350235947013	354303775	RT @magnusson_fan: Hi everyone, Wes Burns here https://t.co/bs33gYhgS1	0	1	1	en	2	0	2017-01-19	17:07:27	Wes Burns
77768	822128138398339072	3291057496	@wesley__burns good luck Wes	0	0	0	en	0	0	2017-01-19	17:06:37	Wes Burns
77769	822126971832467456	782930400515502084	Wes Burns: Fleetwood Town sign Bristol City striker #Bristol #UK https://t.co/h9Ne24ZSbn	2	0	0	en	0	0	2017-01-19	17:01:59	Wes Burns
77770	822126753753788417	2729212552	RT @BCFC_Supporters: Wes Burns is set to join Fleetwood on a permanent deal. #BristolCity #FTFC https://t.co/75vEyYR9Cj	2	0	1	en	9	0	2017-01-19	17:01:07	Wes Burns
77771	822126426879119364	65637467	RT @BBCSport: Recalled by Bristol City on Monday.  Sold to Fleetwood on Thursday.  Wales' Wes Burns is on the move: https://t.co/sFKPYIntGMâ€¦	0	1	1	en	19	0	2017-01-19	16:59:49	Wes Burns
77772	822126210343927809	1130534024	RT @BBCSport: Recalled by Bristol City on Monday.  Sold to Fleetwood on Thursday.  Wales' Wes Burns is on the move: https://t.co/sFKPYIntGMâ€¦	0	1	1	en	19	0	2017-01-19	16:58:57	Wes Burns
77773	822125714799411200	753006941559894016	Dan Jarvis Supreme x Louis Vuitton Sizing John Van Basten Wes Burns #Draghi   https://t.co/tsGUCNf3l9	1	1	0	nl	0	0	2017-01-19	16:56:59	Wes Burns
77774	822125714531110912	194296687	@wesley__burns all the best Wes, gutted you've gone, always thought you deserved more pitch at AG, good luck!!	0	0	0	en	0	0	2017-01-19	16:56:59	Wes Burns
77775	822125614362726400	1691987762	RT @ftfc: âœï¸ CONFIRMED: Yes, he's back! #ftfc are delighted to confirm the signing of @wesley__burns! #WelcomeBackWes âž¡ï¸ï¸ https://t.co/vTM8â€¦	2	0	1	en	23	0	2017-01-19	16:56:35	Wes Burns
77776	822125456501669888	4775681189	@wesley__burns All the best for the future Wes and thank you for everything you did at BCFC ðŸ˜Šâš½	0	0	0	en	0	0	2017-01-19	16:55:57	Wes Burns
77777	822125417998024705	43593062	BEP - Bristol City transfer rumours and news LIVE recap: Fabian Giefer... https://t.co/in0OKEwoAD https://t.co/IysZLeaJ46	0	2	0	en	0	0	2017-01-19	16:55:48	Wes Burns
77778	822125396879622145	43593062	BEP - Bristol City transfer rumours and news LIVE recap: Fabian Giefer... https://t.co/in0OKEwoAD	0	1	0	en	0	0	2017-01-19	16:55:43	Wes Burns
77779	822125239131774976	2682351810	Lansbury Ben Marshall #FMQs #wbafc #Draghi Wes Burns Ronald Koeman Meydan https://t.co/2ichKzAooo	3	1	0	de	0	0	2017-01-19	16:55:06	Wes Burns
77780	822124799501672453	812605949592604672	DONE DEAL: Fleetwood Town have signed Wes Burns from Bristol City for an undisclosed fee until 2020. (Source: @ftfcâ€¦ https://t.co/iA2ykC4UKx	0	1	0	en	1	2	2017-01-19	16:53:21	Wes Burns
77781	822124265927536640	1176640496	RT @SteveStevens47: I can't believe @bcfctweets have sold Richard O'Donnell and Wes Burns today.....UNBELIEVABLE!!!!! #BCFC https://t.co/Oiâ€¦	1	0	1	en	2	0	2017-01-19	16:51:13	Wes Burns
77782	822124009701707776	523020315	RT @BBCSport: Recalled by Bristol City on Monday.  Sold to Fleetwood on Thursday.  Wales' Wes Burns is on the move: https://t.co/sFKPYIntGMâ€¦	0	1	1	en	19	0	2017-01-19	16:50:12	Wes Burns
77783	822123613654544384	2725127829	RT @SteveStevens47: I can't believe @bcfctweets have sold Richard O'Donnell and Wes Burns today.....UNBELIEVABLE!!!!! #BCFC https://t.co/Oiâ€¦	1	0	1	en	2	0	2017-01-19	16:48:38	Wes Burns
77784	822123094202580993	1176640496	RT @ftfc: ðŸ—£ï¸ SIGNED UP! @wesley__burns has been giving his reaction after signing for #ftfc on a permanent deal! âž¡ï¸ï¸ https://t.co/bty5g5bXCâ€¦	1	0	1	en	3	0	2017-01-19	16:46:34	Wes Burns
77785	822123072903843844	1176640496	RT @ftfc: âœï¸ CONFIRMED: Yes, he's back! #ftfc are delighted to confirm the signing of @wesley__burns! #WelcomeBackWes âž¡ï¸ï¸ https://t.co/vTM8â€¦	2	0	1	en	23	0	2017-01-19	16:46:29	Wes Burns
77786	822122982957060097	332170102	@wesley__burns Good luck Wes go get some goals	0	0	0	en	0	0	2017-01-19	16:46:08	Wes Burns
77787	822122770339217408	1176640496	I can't believe @bcfctweets have sold Richard O'Donnell and Wes Burns today.....UNBELIEVABLE!!!!! #BCFC https://t.co/Oi8oDzFNlJ	1	0	0	en	2	0	2017-01-19	16:45:17	Wes Burns
77788	822122768141586433	270476825	RT @bcfctweets: NEWS: Wes Burns has joined Fleetwood Town for an undisclosed fee. https://t.co/KWDRtEhkWl https://t.co/nLbD8t0Y9p	0	1	1	en	45	0	2017-01-19	16:45:16	Wes Burns
77789	822122469859491840	263094813	Feel sorry for Wes Burns. Never given a proper chance. Ah well i'm sure he will do great at fleetwood	0	0	0	en	0	0	2017-01-19	16:44:05	Wes Burns
77790	822122393581797376	285588012	RT @bcfctweets: NEWS: Wes Burns has joined Fleetwood Town for an undisclosed fee. https://t.co/KWDRtEhkWl https://t.co/nLbD8t0Y9p	0	1	1	en	45	0	2017-01-19	16:43:47	Wes Burns
77791	822121689169494023	3180846196	RT @bcfctweets: NEWS: Wes Burns has joined Fleetwood Town for an undisclosed fee. https://t.co/KWDRtEhkWl https://t.co/nLbD8t0Y9p	0	1	1	en	45	0	2017-01-19	16:40:59	Wes Burns
77792	822121165758021634	222299663	@wesley__burns all the best in your future Wes...won't forget the scenes when you scored that late winner against Boro last season	0	0	0	en	0	7	2017-01-19	16:38:54	Wes Burns
77793	822120975814848512	4305681857	RT @bcfctweets: NEWS: Wes Burns has joined Fleetwood Town for an undisclosed fee. https://t.co/KWDRtEhkWl https://t.co/nLbD8t0Y9p	0	1	1	en	45	0	2017-01-19	16:38:09	Wes Burns
77794	822120749657968640	285819508	Wes Burns gone to fleetwood	0	0	0	en	0	0	2017-01-19	16:37:15	Wes Burns
77795	822120701012361217	608345480	@wesley__burns All the best for the future Wes. Always one of our own.	0	0	0	en	0	0	2017-01-19	16:37:04	Wes Burns
77796	822120531788988417	20316665	@wesley__burns good luck Wes ðŸ‘ðŸ‘âš½ï¸âš½ï¸	0	0	0	en	0	0	2017-01-19	16:36:23	Wes Burns
77797	822120428923711488	806213618178072576	RT @bcfctweets: NEWS: Wes Burns has joined Fleetwood Town for an undisclosed fee. https://t.co/KWDRtEhkWl https://t.co/nLbD8t0Y9p	0	1	1	en	45	0	2017-01-19	16:35:59	Wes Burns
77798	822120371864342529	749379673902182401	RT @bcfctweets: NEWS: Wes Burns has joined Fleetwood Town for an undisclosed fee. https://t.co/KWDRtEhkWl https://t.co/nLbD8t0Y9p	0	1	1	en	45	0	2017-01-19	16:35:45	Wes Burns
77799	822120369649762306	115357674	@wesley__burns all the best wes	0	0	0	en	0	0	2017-01-19	16:35:45	Wes Burns
77800	822120295477768193	1560434221	@wesley__burns Good luck Wes #onceaDonalwaysaDon	1	0	0	en	0	0	2017-01-19	16:35:27	Wes Burns
77801	822120203786055680	1891652293	RT @ftfc: ðŸ—£ï¸ SIGNED UP! @wesley__burns has been giving his reaction after signing for #ftfc on a permanent deal! âž¡ï¸ï¸ https://t.co/bty5g5bXCâ€¦	1	0	1	en	3	0	2017-01-19	16:35:05	Wes Burns
77802	822120064564477952	1879032812	Fleetwood swoop for forward Wes Burns from Bristol City https://t.co/THyb4YLNGs	0	1	0	en	0	2	2017-01-19	16:34:32	Wes Burns
77803	822119608178053122	479448274	@wesley__burns best of luck Wes #ctfc	1	0	0	en	0	0	2017-01-19	16:32:43	Wes Burns
77804	822119571364704258	32440417	Never liked or rated Wes Burns. Especially when his mates started on me in the White Horse about 5 years ago.	0	0	0	en	0	1	2017-01-19	16:32:34	Wes Burns
